	token	upos	ner
2009	Yahweh	PROPN	O
2010	streams	NOUN	O
2011	Cush	PROPN	S-PERSON
2012	Cush	PROPN	S-GPE
2013	billows	NOUN	O
2014	Mica	PROPN	S-PERSON
2015	Mica	PROPN	S-PERSON
2016	Woe	VERB	O
2017	Woe	VERB	O
2018	silversmith	NOUN	O
2019	transgressions	NOUN	O
2020	provinces	NOUN	O
2021	abominations	NOUN	O
2022	abominations	NOUN	O
2023	abominations	NOUN	O
2024	abominations	NOUN	O
2025	abominations	NOUN	O
2026	counselor	NOUN	O
2027	mocker	NOUN	O
2028	axles	NOUN	O
2029	creditor	NOUN	O
2030	thrust	VERB	O
2031	Salmon	PROPN	S-PERSON
2032	slings	NOUN	O
2033	fragrances	NOUN	O
2034	footmen	NOUN	O
2035	footmen	NOUN	O
2036	footmen	NOUN	O
2037	Phoenix	PROPN	S-GPE
2038	masquerades	VERB	O
2039	distresses	NOUN	O
2040	distresses	NOUN	O
2041	Sabbaths	NOUN	O
2042	Sabbaths	NOUN	S-NORP
2043	Sabbaths	NOUN	S-NORP
2044	Sabbaths	PROPN	I-ORG
2045	Sabbaths	PROPN	O
2046	covenants	NOUN	O
2047	perverseness	NOUN	O
2048	perverseness	NOUN	O
2049	perverseness	NOUN	O
2050	honeycomb	NOUN	O
2051	ordinances	NOUN	O
2052	ordinances	NOUN	O
2053	ordinances	NOUN	O
2054	ordinances	NOUN	O
2055	ordinances	NOUN	O
2056	sashes	NOUN	O
2057	hospitality	NOUN	O
2058	bellows	NOUN	O
2059	grasshopper	NOUN	O
2060	tails	NOUN	O
2061	lewdness	NOUN	O
2062	lewdness	NOUN	O
2063	lewdness	NOUN	O
2064	lewdness	NOUN	O
2065	lewdness	NOUN	O
2066	controversies	NOUN	O
2067	treads	NOUN	O
2068	sulfur	NOUN	O
2069	merchants	NOUN	O
2070	Jubilee	PROPN	E-DATE
2071	Jubilee	PROPN	S-EVENT
2072	stubbornness	NOUN	O
2073	intercession	NOUN	O
2074	intercession	NOUN	O
2075	backsliding	VERB	O
2076	backsliding	VERB	O
2077	backsliding	NOUN	O
2078	backsliding	NOUN	O
2079	morsels	NOUN	O
2080	scatters	VERB	O
2081	sockets	NOUN	O
2082	ministers	NOUN	O
2083	myrrh	NOUN	O
2084	myrrh	NOUN	O
2085	myrrh	NOUN	O
2086	Orion	PROPN	S-PRODUCT
2087	evenings	NOUN	O
2088	discernment	NOUN	O
2089	discernment	NOUN	O
2090	adorning	NOUN	O
2091	lamentation	NOUN	O
2092	lamentation	NOUN	O
2093	lamentation	NOUN	O
2094	topaz	NOUN	O
2095	housetops	NOUN	O
2096	ravens	NOUN	O
2097	slanders	NOUN	O
2098	waves	NOUN	O
2099	offense	NOUN	O
2100	Timothy	PROPN	S-PERSON
2101	prophecy	NOUN	O
2102	magistrates	NOUN	O
2103	magistrates	NOUN	O
2104	magistrates	NOUN	O
2105	innards	NOUN	O
2106	gentleness	NOUN	O
2107	madman	NOUN	O
2108	murmurings	NOUN	O
2109	murmurings	NOUN	O
2110	murmurings	NOUN	O
2111	murmurings	NOUN	O
2112	Nazarene	PROPN	S-NORP
2113	Nazarene	PROPN	S-NORP
2114	Nazarene	PROPN	O
2115	Nazarene	PROPN	E-PERSON
2116	priesthood	NOUN	O
2117	Asher	PROPN	S-PERSON
2118	Asher	PROPN	S-PERSON
2119	Ham	PROPN	B-WORK_OF_ART
2120	briers	NOUN	O
2121	briers	NOUN	O
2122	briers	NOUN	O
2123	mockers	NOUN	O
2124	mockers	NOUN	O
2125	occurrence	NOUN	O
2126	tumors	NOUN	O
2127	transgressors	NOUN	O
2128	transgressors	NOUN	O
2129	passes	NOUN	O
2130	precepts	NOUN	O
2131	precepts	NOUN	O
2132	precepts	NOUN	O
2133	precepts	NOUN	O
2134	precepts	NOUN	O
2135	misdeeds	NOUN	O
2136	thistles	NOUN	O
2137	brightness	NOUN	O
2138	evangelist	NOUN	O
2139	scribes	NOUN	O
2140	scribes	NOUN	O
2141	scribes	NOUN	O
2142	scribes	NOUN	O
2143	scribes	NOUN	O
2144	welts	NOUN	O
2145	heritage	NOUN	O
2146	restitution	NOUN	O
2147	restitution	NOUN	O
2148	Psalm	PROPN	S-WORK_OF_ART
2149	upright	NOUN	O
2150	noonday	PROPN	O
2151	daybreak	NOUN	O
2152	Ethiopia	PROPN	S-GPE
2153	Zechariah	PROPN	S-PERSON
2154	Zechariah	PROPN	S-PERSON
2155	Zechariah	PROPN	S-PERSON
2156	Zechariah	PROPN	S-PERSON
2157	Zechariah	PROPN	S-PERSON
2158	concubines	NOUN	O
2159	oracle	NOUN	O
2160	Nun	PROPN	S-PERSON
2161	rod	NOUN	O
2162	rod	NOUN	O
2163	impurity	NOUN	O
2164	reeds	NOUN	O
2165	pomegranates	NOUN	O
2166	pomegranates	NOUN	O
2167	pomegranates	NOUN	O
2168	cubits	NOUN	E-QUANTITY
2169	cubits	NOUN	O
2170	cubits	NOUN	O
2171	cubits	NOUN	E-QUANTITY
2172	cubits	NOUN	E-QUANTITY
2173	stewardship	NOUN	O
2174	deliverance	NOUN	O
2175	deliverance	NOUN	O
2176	Barnabas	PROPN	S-PERSON
2177	Barnabas	PROPN	S-PERSON
2178	Barnabas	PROPN	S-PERSON
2179	Barnabas	PROPN	S-PERSON
2180	Barnabas	PROPN	S-PERSON
2181	charioteers	NOUN	O
2182	evildoers	NOUN	O
2183	supplication	NOUN	O
2184	supplication	NOUN	O
2185	supplication	NOUN	O
2186	supplication	NOUN	O
2187	supplication	NOUN	O
2188	deceitfulness	NOUN	O
2189	deceitfulness	NOUN	O
2190	stocks	NOUN	O
2191	Philistines	PROPN	O
2192	Philistines	PROPN	S-NORP
2193	Philistines	PROPN	S-NORP
2194	Philistines	PROPN	S-NORP
2195	Philistines	PROPN	S-NORP
2196	Hezekiah	PROPN	S-PERSON
2197	Hezekiah	PROPN	S-PERSON
2198	Hezekiah	PROPN	S-PERSON
2199	Hezekiah	PROPN	S-PERSON
2200	Hezekiah	PROPN	S-PERSON
2201	valor	NOUN	O
2202	valor	NOUN	O
2203	vanities	NOUN	O
2204	vanities	NOUN	O
2205	fillets	NOUN	O
2206	slanderers	NOUN	O
2207	topmost	NOUN	O
2208	numbering	NOUN	O
2209	colts	NOUN	O
2210	necromancer	NOUN	O
2211	Reuben	PROPN	S-PERSON
2212	Reuben	PROPN	S-PERSON
2213	Reuben	PROPN	S-PERSON
2214	Reuben	PROPN	S-PERSON
2215	Reuben	PROPN	S-PERSON
2216	Adriatic	PROPN	I-LOC
2217	bosom	NOUN	O
2218	brook	NOUN	O
2219	brook	NOUN	O
2220	subjection	NOUN	O
2221	subjection	NOUN	O
2222	subjection	NOUN	O
2223	subjection	NOUN	O
2224	subjection	NOUN	O
2225	spoilers	NOUN	O
2226	excellency	NOUN	O
2227	Nebuchadnezzar	PROPN	S-PERSON
2228	Nebuchadnezzar	PROPN	S-PERSON
2229	Nebuchadnezzar	PROPN	S-PERSON
2230	Nebuchadnezzar	PROPN	S-PERSON
2231	Nebuchadnezzar	PROPN	S-PERSON
2232	flax	NOUN	O
2233	flax	NOUN	O
2234	flax	NOUN	O
2235	Ahab	PROPN	I-WORK_OF_ART
2236	Ahab	PROPN	S-PERSON
2237	Ahab	PROPN	E-PERSON
2238	Ahab	PROPN	S-PERSON
2239	Ahab	PROPN	S-PERSON
2240	citadel	NOUN	O
2241	citadel	NOUN	O
2242	Canaanites	PROPN	S-NORP
2243	Canaanites	PROPN	S-NORP
2244	Canaanites	PROPN	S-NORP
2245	Canaanites	PROPN	S-NORP
2246	Canaanites	PROPN	S-NORP
2247	deceit	NOUN	O
2248	booty	NOUN	O
2249	blemish	NOUN	O
2250	Anan	PROPN	S-GPE
2251	divisions	NOUN	O
2252	persecutions	NOUN	O
2253	papyrus	NOUN	O
2254	Mordecai	PROPN	B-PERSON
2255	Mordecai	PROPN	S-PERSON
2256	Mordecai	PROPN	S-PERSON
2257	Mordecai	PROPN	S-PERSON
2258	Mordecai	PROPN	S-PERSON
2259	leprosy	NOUN	O
2260	triumphing	NOUN	O
2261	desolation	NOUN	O
2262	desolation	NOUN	O
2263	desolation	NOUN	O
2264	afflictions	NOUN	O
2265	siege	NOUN	O
2266	siege	NOUN	O
2267	rovers	NOUN	O
2268	weaver	NOUN	O
2269	Hagar	PROPN	S-PERSON
2270	Hagar	PROPN	S-PERSON
2271	Hagar	PROPN	S-PERSON
2272	Hagar	PROPN	S-PERSON
2273	Hagar	PROPN	S-PERSON
2274	tambourines	NOUN	O
2275	Gabriel	PROPN	S-PERSON
2276	cornerstone	NOUN	O
2277	potters	NOUN	O
2278	fords	NOUN	O
2279	fords	NOUN	O
2280	fords	NOUN	O
2281	iniquities	NOUN	O
2282	iniquities	NOUN	O
2283	iniquities	NOUN	O
2284	iniquities	NOUN	O
2285	iniquities	NOUN	O
2286	Ah	INTJ	O
2287	doctrines	NOUN	O
2288	splendor	NOUN	O
2289	Gomorrah	PROPN	S-GPE
2290	Haman	PROPN	S-PERSON
2291	Haman	PROPN	S-PERSON
2292	Haman	PROPN	S-PERSON
2293	Haman	PROPN	S-PERSON
2294	Haman	PROPN	S-PERSON
2295	prophetess	NOUN	O
2296	prophetess	NOUN	O
2297	divination	NOUN	O
2298	divination	NOUN	O
2299	divination	NOUN	O
2300	restorer	NOUN	O
2301	flutters	VERB	O
2302	Mesopotamia	PROPN	S-LOC
2303	Mesopotamia	PROPN	S-GPE
2304	Mesopotamia	PROPN	S-LOC
2305	fetters	NOUN	O
2306	fetters	NOUN	O
2307	Persia	PROPN	S-GPE
2308	iniquity	NOUN	O
2309	iniquity	NOUN	O
2310	iniquity	NOUN	O
2311	iniquity	NOUN	O
2312	iniquity	NOUN	O
2313	profane	ADJ	O
2314	profane	ADJ	O
2315	indignation	NOUN	O
2316	indignation	NOUN	O
2317	Heman	PROPN	S-PERSON
2318	Heman	PROPN	S-PERSON
2319	Heman	PROPN	S-PERSON
2320	concubine	NOUN	O
2321	concubine	NOUN	O
2322	concubine	NOUN	O
2323	Galilee	PROPN	S-GPE
2324	Barabbas	PROPN	S-PERSON
2325	Gentiles	PROPN	S-NORP
2326	Gentiles	PROPN	S-NORP
2327	Gentiles	PROPN	S-NORP
2328	Gentiles	PROPN	S-NORP
2329	Gentiles	PROPN	S-NORP
2330	troughs	NOUN	O
2331	troughs	NOUN	O
2332	tabernacle	NOUN	O
2333	tabernacle	NOUN	O
2334	tabernacle	NOUN	O
2335	tabernacle	NOUN	O
2336	mast	NOUN	O
2337	banquet	NOUN	O
2338	bridegroom	NOUN	O
2339	minas	NOUN	O
2340	minas	NOUN	O
2341	Pilate	PROPN	S-PERSON
2342	reproach	NOUN	O
2343	vault	NOUN	O
2344	Canaanite	PROPN	S-NORP
2345	Canaanite	PROPN	S-NORP
2346	Canaanite	PROPN	S-NORP
2347	Canaanite	PROPN	S-NORP
2348	Canaanite	PROPN	S-NORP
2349	Artemis	PROPN	S-PRODUCT
2350	derision	NOUN	O
2351	derision	NOUN	O
2352	derision	NOUN	O
2353	Euphrates	PROPN	S-LOC
2354	Euphrates	PROPN	S-LOC
2355	Euphrates	PROPN	S-LOC
2356	Euphrates	PROPN	S-LOC
2357	Euphrates	PROPN	S-LOC
2358	centurion	NOUN	O
2359	centurion	NOUN	O
2360	centurion	NOUN	O
2361	Er	PROPN	O
2362	Pontius	PROPN	B-PERSON
2363	garrison	NOUN	O
2364	Samson	PROPN	S-PERSON
2365	hart	NOUN	O
2366	deliverer	NOUN	O
2367	deliverer	NOUN	O
2368	exhortation	NOUN	O
2369	exhortation	NOUN	O
2370	exhortation	NOUN	O
2371	porters	NOUN	O
2372	flint	PROPN	O
2373	Athenians	PROPN	S-NORP
2374	seer	NOUN	O
2375	pestle	NOUN	O
2376	clamor	NOUN	O
2377	Bethel	PROPN	E-LOC
2378	Bethel	PROPN	S-GPE
2379	Bethel	PROPN	S-GPE
2380	Bethel	PROPN	S-GPE
2381	Bethel	PROPN	S-GPE
2382	Gad	PROPN	S-PERSON
2383	Gad	PROPN	S-PERSON
2384	Gad	PROPN	S-PERSON
2385	Gad	PROPN	S-PERSON
2386	Gad	PROPN	S-PERSON
2387	Golgotha	PROPN	S-PERSON
2388	Golgotha	PROPN	S-PERSON
2389	quails	NOUN	O
2390	Hor	PROPN	E-LOC
2391	Hor	PROPN	E-GPE
2392	Ahi	PROPN	O
2393	vats	NOUN	O
2394	evangelists	NOUN	O
2395	lattice	NOUN	O
2396	lattice	NOUN	O
2397	Pharisees	PROPN	S-NORP
2398	Pharisees	PROPN	S-NORP
2399	Pharisees	PROPN	S-NORP
2400	Pharisees	PROPN	S-NORP
2401	Pharisees	PROPN	S-NORP
2402	inflaming	VERB	O
2403	Goshen	PROPN	S-GPE
2404	Goshen	PROPN	S-GPE
2405	Goshen	PROPN	S-GPE
2406	tithes	NOUN	O
2407	yoke	NOUN	O
2408	yoke	NOUN	O
2409	minstrels	NOUN	O
2410	Lod	PROPN	S-PERSON
2411	tanner	NOUN	O
2412	shekels	NOUN	E-MONEY
2413	shekels	NOUN	E-MONEY
2414	shekels	NOUN	E-MONEY
2415	signet	NOUN	O
2416	signet	NOUN	O
2417	signet	NOUN	O
2418	signet	NOUN	O
2419	signet	NOUN	O
2420	Tubal	PROPN	S-PERSON
2421	Tubal	PROPN	B-PERSON
2422	Tubal	PROPN	S-PERSON
2423	consecration	NOUN	O
2424	Dispersion	PROPN	O
2425	Dispersion	PROPN	O
2426	Tarsus	PROPN	S-GPE
2427	Tarsus	PROPN	S-GPE
2428	plowmen	NOUN	O
2429	buckler	NOUN	O
2430	buckler	NOUN	O
2431	stays	NOUN	O
2432	griddle	NOUN	O
2433	Purim	PROPN	S-EVENT
2434	Purim	PROPN	S-WORK_OF_ART
2435	Purim	PROPN	S-EVENT
2436	transgression	NOUN	O
2437	usury	NOUN	O
2438	usury	NOUN	O
2439	cellars	NOUN	O
2440	zither	NOUN	O
2441	zither	NOUN	O
2442	Hosea	PROPN	S-PERSON
2443	travail	NOUN	O
2444	travail	NOUN	O
2445	travail	NOUN	O
2446	roar	VERB	O
2447	Nimrod	PROPN	S-PERSON
2448	sower	NOUN	O
2449	Assyrian	PROPN	S-NORP
2450	Assyrian	PROPN	S-NORP
2451	chieftain	NOUN	O
2452	eunuchs	NOUN	O
2453	eunuchs	NOUN	O
2454	eunuchs	NOUN	O
2455	eunuchs	NOUN	O
2456	patriarchs	NOUN	O
2457	onyx	NOUN	O
2458	infirmity	NOUN	O
2459	omer	NOUN	O
2460	Shadrach	PROPN	S-NORP
2461	Shadrach	PROPN	S-GPE
2462	Shadrach	PROPN	S-PERSON
2463	Shadrach	PROPN	S-NORP
2464	Shadrach	PROPN	S-GPE
2465	henna	NOUN	O
2466	soothsayers	NOUN	O
2467	soothsayers	NOUN	O
2468	Corinth	PROPN	S-GPE
2469	sachet	NOUN	O
2470	Carmel	PROPN	S-GPE
2471	Tyre	PROPN	S-GPE
2472	preeminence	NOUN	O
2473	Ephesians	PROPN	O
2474	Ephesians	PROPN	O
2475	couplings	NOUN	O
2476	soundings	NOUN	O
2477	Phoenicia	PROPN	S-GPE
2478	reformation	NOUN	O
2479	hireling	NOUN	O
2480	conceit	NOUN	O
2481	adulterers	NOUN	O
2482	earnestness	NOUN	O
2483	Pinon	PROPN	S-PERSON
2484	coffer	NOUN	O
2485	pestilence	NOUN	O
2486	pestilence	NOUN	O
2487	adders	NOUN	O
2488	Og	PROPN	S-GPE
2489	couriers	NOUN	O
2490	dainties	NOUN	O
2491	dainties	NOUN	O
2492	dainties	NOUN	O
2493	dainties	NOUN	O
2494	dainties	NOUN	O
2495	cistern	NOUN	O
2496	Nob	PROPN	S-PERSON
2497	Nob	PROPN	S-PERSON
2498	Hosanna	PROPN	O
2499	disrepute	NOUN	O
2500	behemoth	NOUN	O
2501	Heres	PROPN	E-GPE
2502	Heres	PROPN	E-GPE
2503	delicacies	NOUN	O
2504	reed	NOUN	O
2505	sodomite	NOUN	O
2506	girdles	NOUN	O
2507	Philippians	PROPN	O
2508	hin	NOUN	O
2509	hin	NOUN	O
2510	hin	NOUN	O
2511	plumage	NOUN	O
2512	chaff	NOUN	O
2513	Uriel	PROPN	S-PERSON
2514	Uriel	PROPN	B-PERSON
2515	Lud	PROPN	S-PERSON
2516	furrow	NOUN	O
2517	Ara	PROPN	S-PERSON
2518	withal	ADJ	O
2519	cherubim	NOUN	O
2520	cherubim	NOUN	O
2521	cherubim	NOUN	O
2522	cherubim	NOUN	O
2523	cherubim	NOUN	O
2524	scourge	NOUN	O
2525	Moloch	PROPN	S-PERSON
2526	sheaves	NOUN	O
2527	sheaves	NOUN	O
2528	avails	VERB	O
2529	Hittite	PROPN	E-PERSON
2530	Hittite	PROPN	O
2531	Hittite	PROPN	S-NORP
2532	Hittite	PROPN	S-NORP
2533	Hittite	PROPN	S-NORP
2534	Aquila	PROPN	S-GPE
2535	Aquila	PROPN	S-PERSON
2536	Ir	PROPN	S-NORP
2537	Gog	PROPN	E-LOC
2538	Gog	PROPN	S-PERSON
2539	dunghill	NOUN	O
2540	ALEPH	NOUN	O
2541	edifying	ADJ	O
2542	Aeneas	PROPN	S-PERSON
2543	katydid	NOUN	O
2544	mire	NOUN	O
2545	Folly	NOUN	O
2546	sodomites	NOUN	O
2547	sodomites	NOUN	O
2548	Phrygia	PROPN	S-GPE
2549	Phrygia	PROPN	S-PERSON
2550	mammon	PROPN	O
2551	convocation	NOUN	O
2552	convocation	NOUN	O
2553	convocation	NOUN	O
2554	convocation	NOUN	O
2555	blasphemy	NOUN	O
2556	tumult	NOUN	O
2557	heresies	NOUN	O
2558	Ain	PROPN	E-ORG
2559	Redeemer	PROPN	O
2560	blasphemers	NOUN	O
2561	cherub	NOUN	O
2562	drachma	NOUN	O
2563	foresail	NOUN	O
2564	Ophir	PROPN	S-GPE
2565	Ophir	PROPN	O
2566	cubit	NOUN	O
2567	hyssop	NOUN	O
2568	cormorant	NOUN	O
2569	sheaf	NOUN	O
2570	tresses	NOUN	O
2571	Methuselah	PROPN	S-PERSON
2572	Agee	PROPN	I-PERSON
2573	Tou	PROPN	S-PERSON
2574	fact	NOUN	O
2575	fact	NOUN	O
2576	fact	NOUN	O
2577	studies	NOUN	O
2578	studies	NOUN	O
2579	studies	NOUN	O
2580	studies	NOUN	O
2581	studies	NOUN	O
2582	disease	NOUN	O
2583	disease	NOUN	O
2584	disease	NOUN	O
2585	disease	NOUN	O
2586	details	NOUN	O
2587	Use	NOUN	O
2588	Use	PROPN	I-ORG
2589	age	NOUN	O
2590	age	NOUN	O
2591	age	NOUN	O
2592	age	NOUN	E-DATE
2593	age	NOUN	I-DATE
2594	lives	NOUN	O
2595	weeks	NOUN	E-DATE
2596	weeks	NOUN	E-DATE
2597	Figure	NOUN	O
2598	Figure	NOUN	O
2599	Figure	PROPN	O
2600	Figure	NOUN	O
2601	Figure	NOUN	O
2602	sign	NOUN	O
2603	sign	NOUN	O
2604	amounts	NOUN	O
2605	amounts	NOUN	O
2606	amounts	NOUN	O
2607	skin	NOUN	O
2608	skin	NOUN	O
2609	skin	NOUN	O
2610	skin	NOUN	O
2611	daylight	NOUN	I-TIME
2612	others	NOUN	O
2613	others	NOUN	O
2614	others	NOUN	O
2615	others	NOUN	O
2616	diseases	NOUN	O
2617	diseases	NOUN	O
2618	diseases	NOUN	O
2619	diseases	NOUN	O
2620	diseases	NOUN	O
2621	cause	NOUN	O
2622	cause	VERB	O
2623	cause	VERB	O
2624	cause	NOUN	O
2625	explanation	NOUN	O
2626	explanation	NOUN	O
2627	explanation	NOUN	O
2628	numbers	NOUN	O
2629	numbers	NOUN	O
2630	numbers	NOUN	O
2631	hair	NOUN	O
2632	hair	NOUN	O
2633	hair	NOUN	O
2634	hair	NOUN	O
2635	hands	NOUN	O
2636	hands	NOUN	O
2637	color	NOUN	O
2638	color	NOUN	O
2639	color	NOUN	O
2640	animal	NOUN	O
2641	animal	NOUN	O
2642	animal	NOUN	O
2643	animal	NOUN	O
2644	animal	NOUN	O
2645	fish	NOUN	O
2646	fish	NOUN	O
2647	patterns	NOUN	O
2648	patterns	NOUN	O
2649	patterns	NOUN	O
2650	patterns	NOUN	O
2651	patterns	NOUN	O
2652	mouse	NOUN	O
2653	mouse	NOUN	O
2654	mouse	NOUN	O
2655	mouse	NOUN	O
2656	mouse	NOUN	O
2657	images	NOUN	O
2658	range	NOUN	O
2659	range	NOUN	O
2660	range	NOUN	O
2661	range	NOUN	O
2662	products	NOUN	O
2663	lack	NOUN	O
2664	lack	NOUN	O
2665	lack	NOUN	O
2666	lack	NOUN	O
2667	search	NOUN	O
2668	search	NOUN	O
2669	search	NOUN	O
2670	search	NOUN	O
2671	release	NOUN	O
2672	read	VERB	O
2673	brain	NOUN	O
2674	brain	NOUN	O
2675	brain	NOUN	O
2676	brain	NOUN	O
2677	brain	NOUN	O
2678	stress	NOUN	O
2679	stress	NOUN	O
2680	stress	NOUN	O
2681	stress	NOUN	O
2682	stress	NOUN	O
2683	activity	NOUN	O
2684	activity	NOUN	O
2685	activity	NOUN	O
2686	activity	NOUN	O
2687	activity	NOUN	O
2688	livers	NOUN	O
2689	livers	NOUN	O
2690	swimming	NOUN	O
2691	kidneys	NOUN	O
2692	total	NOUN	O
2693	start	NOUN	O
2694	start	NOUN	O
2695	start	NOUN	O
2696	survival	NOUN	O
2697	survival	NOUN	O
2698	survival	NOUN	O
2699	survival	NOUN	O
2700	survival	NOUN	O
2701	date	NOUN	O
2702	date	NOUN	O
2703	date	NOUN	O
2704	women	NOUN	O
2705	women	NOUN	O
2706	requirement	NOUN	O
2707	requirement	NOUN	O
2708	requirement	NOUN	O
2709	attempts	NOUN	O
2710	play	NOUN	O
2711	areas	NOUN	O
2712	world	NOUN	O
2713	limb	NOUN	O
2714	limb	NOUN	O
2715	limb	NOUN	O
2716	limb	NOUN	O
2717	limb	NOUN	O
2718	side	NOUN	O
2719	treatment	NOUN	O
2720	treatment	NOUN	O
2721	treatment	NOUN	O
2722	challenge	NOUN	O
2723	challenge	NOUN	O
2724	symptoms	NOUN	O
2725	symptoms	NOUN	O
2726	symptoms	NOUN	O
2727	levels	NOUN	O
2728	levels	NOUN	O
2729	levels	NOUN	O
2730	levels	NOUN	O
2731	levels	NOUN	O
2732	rule	NOUN	O
2733	lead	NOUN	O
2734	odds	NOUN	O
2735	action	NOUN	O
2736	action	NOUN	O
2737	action	NOUN	O
2738	action	NOUN	O
2739	view	NOUN	O
2740	interests	NOUN	O
2741	surgery	NOUN	O
2742	question	NOUN	O
2743	test	NOUN	O
2744	test	NOUN	O
2745	test	NOUN	O
2746	set	NOUN	O
2747	set	NOUN	O
2748	set	NOUN	O
2749	set	NOUN	O
2750	set	NOUN	O
2751	rates	NOUN	O
2752	rates	NOUN	O
2753	rates	NOUN	O
2754	rates	NOUN	O
2755	rates	NOUN	O
2756	life	NOUN	O
2757	life	NOUN	O
2758	conclusion	NOUN	O
2759	conclusion	NOUN	O
2760	conclusion	NOUN	O
2761	conclusion	NOUN	O
2762	conclusion	NOUN	O
2763	decades	NOUN	I-DATE
2764	decades	NOUN	E-DATE
2765	performance	NOUN	O
2766	performance	NOUN	O
2767	groups	NOUN	O
2768	groups	NOUN	O
2769	fate	NOUN	O
2770	fate	NOUN	O
2771	fate	NOUN	O
2772	fate	NOUN	O
2773	importance	NOUN	O
2774	importance	NOUN	O
2775	importance	NOUN	O
2776	treatments	NOUN	O
2777	treatments	NOUN	O
2778	evidence	NOUN	O
2779	evidence	NOUN	O
2780	evidence	NOUN	O
2781	evidence	NOUN	O
2782	evidence	NOUN	O
2783	hearing	NOUN	O
2784	hearing	NOUN	O
2785	understanding	NOUN	O
2786	understanding	NOUN	O
2787	understanding	NOUN	O
2788	protection	NOUN	O
2789	fraction	NOUN	O
2790	variety	NOUN	O
2791	variety	NOUN	O
2792	variety	NOUN	O
2793	variety	NOUN	O
2794	variety	NOUN	O
2795	pairs	NOUN	O
2796	pairs	NOUN	O
2797	Design	NOUN	O
2798	family	NOUN	O
2799	family	NOUN	O
2800	family	NOUN	O
2801	family	NOUN	O
2802	family	NOUN	O
2803	relationships	NOUN	O
2804	night	NOUN	O
2805	lungs	NOUN	O
2806	lungs	NOUN	O
2807	lungs	NOUN	O
2808	damage	NOUN	O
2809	damage	NOUN	O
2810	damage	NOUN	O
2811	damage	NOUN	O
2812	avoidance	NOUN	O
2813	candidate	NOUN	O
2814	candidate	NOUN	O
2815	candidate	NOUN	O
2816	candidate	NOUN	O
2817	candidate	NOUN	O
2818	fly	NOUN	O
2819	fly	NOUN	O
2820	shape	NOUN	O
2821	shape	NOUN	O
2822	shape	NOUN	O
2823	shape	NOUN	O
2824	reasons	NOUN	O
2825	reasons	NOUN	O
2826	therapy	NOUN	O
2827	therapy	NOUN	O
2828	aim	NOUN	O
2829	months	NOUN	E-DATE
2830	months	NOUN	E-DATE
2831	delay	NOUN	O
2832	delay	NOUN	O
2833	delay	NOUN	O
2834	events	NOUN	O
2835	events	NOUN	O
2836	window	NOUN	O
2837	nature	NOUN	O
2838	nature	NOUN	O
2839	nature	NOUN	O
2840	nature	NOUN	O
2841	stage	NOUN	O
2842	stage	NOUN	O
2843	stage	NOUN	O
2844	stage	NOUN	O
2845	stage	NOUN	O
2846	perception	NOUN	O
2847	light	NOUN	O
2848	light	NOUN	O
2849	light	NOUN	O
2850	light	NOUN	O
2851	support	NOUN	O
2852	support	NOUN	O
2853	mice	NOUN	O
2854	mice	NOUN	O
2855	mice	NOUN	O
2856	mice	NOUN	O
2857	mice	NOUN	O
2858	questions	NOUN	O
2859	questions	NOUN	O
2860	online	ADV	O
2861	growth	NOUN	O
2862	growth	NOUN	O
2863	growth	NOUN	O
2864	growth	NOUN	O
2865	increase	NOUN	O
2866	increase	NOUN	O
2867	increase	NOUN	O
2868	increase	NOUN	O
2869	idea	NOUN	O
2870	idea	NOUN	O
2871	idea	NOUN	O
2872	idea	NOUN	O
2873	muscle	NOUN	O
2874	muscle	NOUN	O
2875	muscle	NOUN	O
2876	muscle	NOUN	O
2877	muscle	NOUN	O
2878	measures	NOUN	O
2879	period	NOUN	O
2880	functions	NOUN	O
2881	functions	NOUN	O
2882	functions	NOUN	O
2883	functions	NOUN	O
2884	functions	NOUN	O
2885	loss	NOUN	O
2886	loss	NOUN	O
2887	loss	NOUN	O
2888	loss	NOUN	O
2889	loss	NOUN	O
2890	probability	NOUN	O
2891	comparison	NOUN	O
2892	site	NOUN	O
2893	site	NOUN	O
2894	site	NOUN	O
2895	site	NOUN	O
2896	site	NOUN	O
2897	candidates	NOUN	O
2898	number	NOUN	O
2899	background	NOUN	O
2900	background	NOUN	O
2901	background	NOUN	O
2902	background	NOUN	O
2903	types	NOUN	O
2904	types	NOUN	O
2905	types	NOUN	O
2906	types	NOUN	O
2907	types	NOUN	O
2908	effects	NOUN	O
2909	effects	NOUN	O
2910	effects	NOUN	O
2911	division	NOUN	O
2912	group	NOUN	O
2913	investigation	NOUN	O
2914	investigation	NOUN	O
2915	investigation	NOUN	O
2916	explanations	NOUN	O
2917	explanations	NOUN	O
2918	relationship	NOUN	O
2919	relationship	NOUN	O
2920	relationship	NOUN	O
2921	relationship	NOUN	O
2922	relationship	NOUN	O
2923	block	NOUN	O
2924	study	NOUN	O
2925	study	NOUN	O
2926	study	NOUN	O
2927	study	NOUN	O
2928	study	NOUN	O
2929	conditions	NOUN	O
2930	conditions	NOUN	O
2931	maximum	NOUN	O
2932	cells	NOUN	O
2933	cells	NOUN	O
2934	cells	NOUN	O
2935	cells	NOUN	O
2936	cells	NOUN	O
2937	systems	NOUN	O
2938	systems	NOUN	O
2939	heart	NOUN	O
2940	information	NOUN	O
2941	information	NOUN	O
